,years,data,hindcast
0,1980,73.573,71.84601877087188
1,1981,63.801,63.07647632713651
2,1983,63.898,67.76315905201128
3,1984,57.754,92.66365798027937
4,1985,100.249,78.16443988418098
5,1988,61.158,69.0972354041408
6,1990,71.359,66.89344811645209
7,1995,40.513,56.33639350231269
8,1996,45.022,60.17889720267422
9,1997,77.391,88.15228616808106
10,1998,78.078,72.40212060497153
11,2000,86.35,69.66381262276853
12,2002,93.864,92.1125223485668
13,2005,50.89,56.34509836843252
14,2008,32.104,43.16905841330159
15,2009,98.371,87.80643552795686
16,2010,51.992,63.69505530010323
17,2012,126.017,69.12925427613631
18,2016,19.912,44.4209620503253
19,2018,89.451,94.67473507608165
20,2021,69.243,43.39893300321501
21,1982,83.43,79.88731607014529
22,1986,125.43,84.76683725001853
23,1987,47.004,74.86293390839417
24,1989,99.994,86.94508932961537
25,1991,44.356,62.064196030247274
26,1992,59.721,69.24611926376403
27,1993,142.547,105.24040330790493
28,1994,112.219,119.62300037319625
29,1999,142.156,109.23096000335991
30,2001,73.461,69.5039994061286
31,2003,90.195,120.73860986815521
32,2004,54.078,80.15832211995605
33,2006,99.225,89.08167065923963
34,2007,75.825,70.14288844406667
35,2011,135.773,123.07879641296961
36,2013,74.252,91.30947081811969
37,2014,89.714,73.14438807537368
38,2015,54.183,108.56239866840275
39,2017,122.767,119.20725148038659
40,2019,84.951,75.09294880595408
41,2020,109.639,109.03239970460154
