,years,data,hindcast
0,1980,73.573,70.38646410314104
1,1981,63.801,67.37246055347732
2,1983,63.898,60.61829350826024
3,1984,57.754,62.70438085080642
4,1985,100.249,73.82411250713804
5,1988,61.158,46.31529755427533
6,1990,71.359,81.40850372014359
7,1995,40.513,61.26370652860674
8,1996,45.022,69.07066521939072
9,1997,77.391,84.1728654177905
10,1998,78.078,49.70797329045804
11,2000,86.35,65.38961635136438
12,2002,93.864,91.45525412503153
13,2005,50.89,71.71823306324534
14,2008,32.104,64.0654783016016
15,2009,98.371,94.80618488740747
16,2010,51.992,46.73648981094152
17,2012,126.017,79.96720944151915
18,2016,19.912,63.59639799258217
19,2018,89.451,84.84858030393052
20,2021,69.243,61.56183246888834
21,1982,83.43,66.31685615379547
22,1986,125.43,84.23154301437565
23,1987,47.004,67.36246461986025
24,1989,99.994,105.39963636828682
25,1991,44.356,82.94147093215516
26,1992,59.721,92.27565040094436
27,1993,142.547,86.43658089535305
28,1994,112.219,80.23630442157229
29,1999,142.156,118.4851041405331
30,2001,73.461,94.49059706283063
31,2003,90.195,85.7440273605791
32,2004,54.078,77.13645923642439
33,2006,99.225,87.1543047757844
34,2007,75.825,110.36711494484035
35,2011,135.773,123.80634015196344
36,2013,74.252,92.42051187171586
37,2014,89.714,88.44323249919513
38,2015,54.183,65.3545175415951
39,2017,122.767,99.59993257322505
40,2019,84.951,90.79688172487728
41,2020,109.639,121.92046931009301
