,years,data,hindcast
0,1985,73.801,74.5260986788992
1,1986,84.644,91.21658498174594
2,1988,43.995,55.32862026318307
3,1989,36.577,75.52857632479038
4,1990,88.055,78.1436769959827
5,1991,121.381,108.762681110997
6,1992,114.02,108.7926986568303
7,1993,62.847,51.27263087264293
8,1994,50.598,82.29043786141632
9,1995,32.26,59.28845132356229
10,1996,130.482,98.13216685762882
11,1997,56.974,57.89194581087317
12,2001,85.69,98.28735328059649
13,2002,88.661,89.2823940658705
14,2003,56.468,47.2013358376345
15,2004,66.664,62.5194208127149
16,2007,63.658,60.05805963585204
17,2008,87.04,55.06372576745635
18,2010,80.795,58.27628318132567
19,2012,62.3,55.44905393674679
20,2018,34.97,54.56780374325068
21,1980,72.959,76.61295823744481
22,1981,79.103,65.48203044613605
23,1982,70.765,96.97084730928441
24,1983,59.341,77.3767517709135
25,1984,78.441,71.64969661454535
26,1987,110.221,108.59340762817841
27,1998,92.019,76.66214456020553
28,1999,52.177,50.861075391302194
29,2000,131.48,70.24185631510541
30,2005,66.791,77.53022698468178
31,2006,79.284,89.73554379168102
32,2009,119.023,101.66532859912171
33,2011,17.077,44.584060473987236
34,2013,95.385,74.56213910240989
35,2014,64.116,75.60825198913385
36,2015,119.425,114.04108593488387
37,2016,75.849,93.18264454682568
38,2017,71.566,77.34817028287354
39,2019,74.313,81.76249406992628
40,2020,45.381,58.4896090541198
41,2021,67.495,59.25067689723976
