,pc1,target,phase_label,year_glvar
0,-0.6867883599165108,72.959,1,1980
1,2.1763924839012323,79.103,1,1981
2,9.290107587870523,70.765,1,1982
3,-4.215186092277836,43.995,1,1988
4,22.50086924978361,114.02,1,1992
5,2.377798522978791,62.847,1,1993
6,2.8413396873599863,50.598,1,1994
7,-5.291257736322559,56.974,1,1997
8,9.794589638312228,88.661,1,2002
9,1.2813817156643945,56.468,1,2003
10,-6.757414357692465,66.664,1,2004
11,-8.976652794521765,66.791,1,2005
12,-5.748694041652648,79.284,1,2006
13,14.253125651859882,119.023,1,2009
14,-10.7575620670893,80.795,1,2010
15,-5.991738192081501,62.3,1,2012
16,-2.677586094776705,95.385,1,2013
17,1.0270480699994093,64.116,1,2014
18,-4.645592844830051,74.313,1,2019
19,-3.7324222874417683,45.381,1,2020
20,-6.061871974674198,67.495,1,2021
0,4.446509499956058,59.341,2,1983
1,6.983514749965195,78.441,2,1984
2,-14.248999738652621,73.801,2,1985
3,3.696554061225595,84.644,2,1986
4,-24.467854331993024,110.221,2,1987
5,13.272322129129423,36.577,2,1989
6,15.143571282802341,88.055,2,1990
7,-30.784772895115296,121.381,2,1991
8,7.590483343885248,32.26,2,1995
9,-6.8619417112691234,130.482,2,1996
10,13.56835840800932,92.019,2,1998
11,26.81669776217055,52.177,2,1999
12,-20.874280135073196,131.48,2,2000
13,-16.097124066503646,85.69,2,2001
14,20.10503062655365,63.658,2,2007
15,24.78467275354516,87.04,2,2008
16,33.54145152304747,17.077,2,2011
17,-23.805475406862215,119.425,2,2015
18,-17.295783195530813,75.849,2,2016
19,-16.953533395006964,71.566,2,2017
20,1.4411109978657246,34.97,2,2018
