,pc1,target,phase_label,year_glvar
0,180.64562457787287,72.959,1,1980
1,-94.68785506968541,79.103,1,1981
2,133.9008130541832,59.341,1,1983
3,102.84977871159974,78.441,1,1984
4,225.06902451243906,73.801,1,1985
5,163.18678818042787,84.644,1,1986
6,-31.54205809520623,43.995,1,1988
7,-178.32478470779515,36.577,1,1989
8,102.95332184949567,121.381,1,1991
9,-166.1070395661156,50.598,1,1994
10,-29.427456260713264,56.974,1,1997
11,69.1949647652785,56.468,1,2003
12,-169.7883107698933,66.791,1,2005
13,47.30594307025204,63.658,1,2007
14,134.72343923198503,119.023,1,2009
15,-298.18235709512595,17.077,1,2011
16,-212.78697779661616,62.3,1,2012
17,311.89805168215156,75.849,1,2016
18,-29.775727346328758,34.97,1,2018
19,-115.99730933490918,74.313,1,2019
20,-145.10296608484376,67.495,1,2021
0,-142.6672040548001,70.765,2,1982
1,-62.29593507090872,110.221,2,1987
2,132.7914052419871,88.055,2,1990
3,-212.37371480529356,114.02,2,1992
4,33.87006625327349,62.847,2,1993
5,139.68018086518327,32.26,2,1995
6,-173.63154726829984,130.482,2,1996
7,-11.64052437581747,92.019,2,1998
8,147.92633651093223,52.177,2,1999
9,-169.4690502129568,131.48,2,2000
10,14.23522290669939,85.69,2,2001
11,-105.61551205710732,88.661,2,2002
12,-119.50162131865274,66.664,2,2004
13,-39.2769796205973,79.284,2,2006
14,44.74480884793171,87.04,2,2008
15,82.12155572214559,80.795,2,2010
16,-27.67048044301575,95.385,2,2013
17,2.938619688666999,64.116,2,2014
18,-33.87639752339763,119.425,2,2015
19,190.85860177576623,71.566,2,2017
20,308.85762360858973,45.381,2,2020
