,pc1,target,phase_label,year_glvar
0,-0.954018877436223,42.647,1,1980
1,1.5238233423883885,61.647,1,1981
2,83.8407120153401,59.112,1,1982
3,75.70141428644388,117.24,1,1983
4,273.97757562125696,147.559,1,1984
5,53.605712731420496,48.916,1,1985
6,-34.72554249425136,48.164,1,1986
7,104.4437691330433,66.991,1,1987
8,-18.360741194989817,52.76,1,1989
9,77.09825628049343,93.283,1,1990
10,-80.23425789714851,69.854,1,1991
11,162.23448180656706,149.343,1,1993
12,88.77818848920914,112.688,1,1995
13,-92.4038136315897,48.278,1,1996
14,-133.27891690536498,29.832,1,1997
15,-90.3165493741416,83.683,1,1999
16,-37.4010935395831,85.15,1,2000
17,-192.55309526111435,57.527,1,2002
18,-30.059550920040696,68.272,1,2004
19,-143.63673746086263,31.076,1,2006
20,-67.28494117925345,74.653,1,2007
0,8.09304459235014,99.143,2,1988
1,-88.91213105051872,66.034,2,1992
2,222.21633298233093,147.073,2,1994
3,239.68412742880582,154.753,2,1998
4,164.35592270111226,144.184,2,2001
5,-93.27888112411522,46.909,2,2003
6,42.33057572898701,79.997,2,2005
7,-76.63602824132651,79.746,2,2008
8,-163.57623989445617,40.197,2,2009
9,-64.54134776728117,93.053,2,2010
10,108.39691370719741,68.379,2,2011
11,61.968723013951895,79.252,2,2012
12,47.21508911680598,81.322,2,2013
13,-236.0762152632544,25.215,2,2014
14,-145.50476318399558,98.359,2,2015
15,-78.32602739911187,28.704,2,2016
16,194.87477361325577,131.717,2,2017
17,121.3910049262315,68.288,2,2018
18,-114.54676107250035,112.171,2,2019
19,-97.6958600807254,61.863,2,2020
20,-51.44282200072638,33.612,2,2021
