,years,data,hindcast
0,1982,53.242,47.806748244936784
1,1985,63.013,49.009486530803514
2,1986,49.026,49.67538634757551
3,1989,14.875,39.63717231267543
4,1996,57.327,80.89152222849751
5,1999,63.864,66.00456775431452
6,2000,97.272,71.93097960971738
7,2001,47.375,74.23874465601777
8,2002,64.664,41.19764131660949
9,2004,37.014,53.54368916023473
10,2006,97.35,73.97710074864241
11,2007,116.553,89.47513208718476
12,2008,58.692,65.37431115145836
13,2009,51.13,57.01148641313607
14,2011,34.522,49.2197267522502
15,2012,68.418,38.31899722870891
16,2013,89.413,96.10222377048188
17,2014,111.149,99.54420605509111
18,2017,37.424,82.8674589798453
19,2018,48.213,60.76124493403682
20,2021,118.604,92.55217371778147
21,1980,23.55,64.9074270331205
22,1981,102.754,58.5567254559406
23,1983,118.897,114.28856164490372
24,1984,106.87,81.83876629120374
25,1987,69.35,61.87861692467763
26,1988,71.891,81.99051782591718
27,1990,35.434,45.293030187769375
28,1991,35.415,57.98127657156358
29,1992,48.605,40.287339211945216
30,1993,72.616,69.89318767434916
31,1994,59.619,48.15204739555497
32,1995,94.81,84.12401243881524
33,1997,78.281,67.41019667599193
34,1998,44.951,76.39686764154305
35,2003,85.303,67.03661486882083
36,2005,76.444,77.30482075436623
37,2010,63.402,85.32169461406546
38,2015,61.485,58.604127686359234
39,2016,61.366,52.040658666091225
40,2019,39.454,42.401922039891666
41,2020,17.802,32.590588397108974
