,years,data,hindcast
0,1980,60.543,48.34734574200575
1,1981,42.983,42.124681798462284
2,1982,18.836,36.96609688654823
3,1984,61.249,64.33124102632885
4,1985,9.737,35.469101350710375
5,1986,5.396,31.504078406635102
6,1992,32.844,48.78582229396098
7,1994,36.5,24.179277124629422
8,1996,60.069,37.13649935058351
9,1997,84.606,83.80353836127996
10,1999,56.135,48.35521884366371
11,2000,98.677,72.07479722933648
12,2004,64.951,65.30347737066761
13,2005,50.053,55.67673723404294
14,2006,57.903,56.199273418364356
15,2008,39.917,28.23746023044057
16,2011,54.225,53.56811878685281
17,2012,25.182,57.64850564145303
18,2017,67.993,66.0373290897189
19,2019,53.845,54.8943586853628
20,2021,60.752,31.753041128952237
21,1983,42.887,53.35349727474621
22,1987,35.931,69.7712082576233
23,1988,87.706,69.2938351556835
24,1989,59.844,84.12343902637197
25,1990,96.374,82.32018154340236
26,1991,29.076,57.36395628118667
27,1993,24.723,33.67620468900394
28,1995,78.175,62.64718211001474
29,1998,20.72,47.762054570547775
30,2001,83.66,84.71764823414281
31,2002,111.308,65.99166166135174
32,2003,23.337,29.101380671593716
33,2007,88.808,78.62788567793422
34,2009,62.017,64.2244249205524
35,2010,91.629,52.28974834926066
36,2013,42.502,69.07621570285788
37,2014,81.808,48.98340847075388
38,2015,54.846,52.02901329190503
39,2016,72.694,66.70791321836941
40,2018,28.985,83.74226120360075
41,2020,131.383,92.60987968909707
