,pc1,target,phase_label,year_glvar
0,224.4925780950047,133.083,1,1981
1,-177.74175863447454,72.01,1,1982
2,-118.62986999955191,62.897,1,1984
3,-132.6374568945135,66.121,1,1985
4,19.54734286758611,80.055,1,1986
5,106.43366495297303,101.191,1,1989
6,32.51110971028485,22.462,1,1996
7,-115.7679908759004,28.956,1,1997
8,128.83597141382083,87.335,1,1999
9,-13.686099652202214,60.097,1,2000
10,369.03173479887033,86.263,1,2001
11,-342.74793826913873,40.985,1,2002
12,-2.576507605187929,63.245,1,2006
13,247.7152003792851,110.582,1,2008
14,-97.08112419463387,55.879,1,2009
15,-61.41422569290223,20.289,1,2011
16,77.55659546857541,29.574,1,2012
17,-153.15580214536843,34.11,1,2014
18,-111.08672632990876,58.125,1,2017
19,-38.54709914162759,81.364,1,2018
20,158.94325233103828,54.855,1,2021
0,-147.55424009611,70.785,2,1980
1,-142.88002990286503,81.02,2,1983
2,-130.44966493832848,77.728,2,1987
3,-166.93836721809544,114.519,2,1988
4,235.38586073228257,25.981,2,1990
5,116.01805543602555,29.05,2,1991
6,-5.250995005614517,89.11,2,1992
7,103.89359620599403,13.215,2,1993
8,-82.13737621419398,94.185,2,1994
9,95.28886090764587,94.794,2,1995
10,-33.518799975028266,89.451,2,1998
11,-16.19875208449853,22.165,2,2003
12,39.626513995355594,47.676,2,2004
13,-71.8904657789182,63.614,2,2005
14,115.87671932454528,65.31,2,2007
15,-26.672601981652132,56.222,2,2010
16,-87.49378675012166,46.14,2,2013
17,251.9133718196407,61.79,2,2015
18,-103.6996317464924,69.496,2,2016
19,-95.08414259833835,101.839,2,2019
20,151.7695359236061,49.325,2,2020
